respondent_id,xyz_vaccine,seasonal_vaccine
31707,0.5,0.7
31708,0.3,0.6
31709,0.8,0.7
31710,0.5,0.6
31711,0.4,0.4
31712,0.4,0.7
31713,0.2,0.3
31714,0.2,0.5
31715,0.6,0.8
31716,0.1,0.4
31717,0.3,0.7
31718,0.2,0.3
31719,0.2,0.3
31720,0.2,0.7
31721,0.1,0.1
31722,0.3,0.7
31723,0.3,0.5
31724,0.4,0.4
31725,0.2,0.2
31726,0.1,0.2
31727,0.3,0.5
31728,0.2,0.7
31729,0.3,0.4
31730,0.5,0.7
31731,0.1,0.3
31732,0.2,0.4
31733,0.5,0.7
31734,0.2,0.5
31735,0.4,0.6
31736,0.2,0.3
31737,0.2,0.4
31738,0.3,0.5
31739,0.2,0.8
31740,0.4,0.6
31741,0.2,0.4
31742,0.6,0.7
31743,0.4,0.4
31744,0.2,0.6
31745,0.2,0.4
31746,0.1,0.3
31747,0.2,0.4
31748,0.2,0.3
31749,0.3,0.8
31750,0.3,0.5
31751,0.1,0.1
31752,0.1,0.1
31753,0.2,0.8
31754,0.3,0.7
31755,0.1,0.2
31756,0.6,0.8
31757,0.4,0.7
31758,0.7,0.8
31759,0.2,0.3
31760,0.2,0.2
31761,0.2,0.4
31762,0.3,0.4
31763,0.6,0.5
31764,0.2,0.4
31765,0.3,0.6
31766,0.2,0.3
31767,0.4,0.8
31768,0.1,0.2
31769,0.1,0.1
31770,0.2,0.7
31771,0.2,0.4
31772,0.3,0.7
31773,0.2,0.4
31774,0.2,0.5
31775,0.2,0.8
31776,0.7,0.9
31777,0.2,0.2
31778,0.2,0.3
31779,0.0,0.1
31780,0.3,0.5
31781,0.2,0.3
31782,0.3,0.5
31783,0.3,0.3
31784,0.1,0.2
31785,0.3,0.4
31786,0.2,0.2
31787,0.2,0.3
31788,0.3,0.5
31789,0.2,0.6
31790,0.2,0.3
31791,0.2,0.2
31792,0.2,0.4
31793,0.2,0.3
31794,0.3,0.5
31795,0.2,0.2
31796,0.3,0.4
31797,0.4,0.7
31798,0.3,0.7
31799,0.1,0.0
31800,0.3,0.4
31801,0.4,0.7
31802,0.8,0.9
31803,0.2,0.8
31804,0.1,0.2
31805,0.2,0.2
31806,0.2,0.3
31807,0.6,0.8
31808,0.2,0.6
31809,0.4,0.4
31810,0.1,0.3
31811,0.5,0.2
31812,0.2,0.8
31813,0.3,0.6
31814,0.4,0.4
31815,0.2,0.5
31816,0.3,0.6
31817,0.3,0.2
31818,0.4,0.6
31819,0.2,0.2
31820,0.2,0.2
31821,0.2,0.2
31822,0.4,0.6
31823,0.4,0.5
31824,0.2,0.8
31825,0.3,0.3
31826,0.2,0.4
31827,0.5,0.4
31828,0.2,0.4
31829,0.2,0.1
31830,0.3,0.4
31831,0.2,0.8
31832,0.4,0.6
31833,0.2,0.6
31834,0.2,0.6
31835,0.1,0.3
31836,0.1,0.1
31837,0.7,0.7
31838,0.4,0.6
31839,0.2,0.2
31840,0.1,0.3
31841,0.2,0.4
31842,0.2,0.3
31843,0.5,0.7
31844,0.2,0.8
31845,0.4,0.6
31846,0.6,0.7
31847,0.1,0.6
31848,0.2,0.3
31849,0.2,0.2
31850,0.1,0.1
31851,0.2,0.2
31852,0.2,0.3
31853,0.7,0.7
31854,0.7,0.9
31855,0.7,0.9
31856,0.2,0.3
31857,0.2,0.7
31858,0.2,0.4
31859,0.5,0.7
31860,0.2,0.5
31861,0.1,0.1
31862,0.0,0.2
31863,0.3,0.6
31864,0.1,0.5
31865,0.2,0.6
31866,0.2,0.3
31867,0.2,0.4
31868,0.1,0.2
31869,0.2,0.2
31870,0.2,0.2
31871,0.6,0.8
31872,0.2,0.3
31873,0.3,0.4
31874,0.1,0.2
31875,0.2,0.4
31876,0.2,0.2
31877,0.1,0.2
31878,0.2,0.9
31879,0.2,0.5
31880,0.2,0.2
31881,0.5,0.5
31882,0.2,0.2
31883,0.4,0.4
31884,0.1,0.1
31885,0.2,0.6
31886,0.2,0.2
31887,0.2,0.1
31888,0.2,0.4
31889,0.3,0.8
31890,0.2,0.3
31891,0.1,0.2
31892,0.3,0.6
31893,0.3,0.6
31894,0.4,0.6
31895,0.2,0.2
31896,0.3,0.8
31897,0.4,0.7
31898,0.2,0.2
31899,0.6,0.7
31900,0.4,0.4
31901,0.4,0.4
31902,0.2,0.2
31903,0.4,0.4
31904,0.1,0.1
31905,0.2,0.1
31906,0.3,0.3
31907,0.3,0.5
31908,0.2,0.1
31909,0.3,0.4
31910,0.1,0.6
31911,0.2,0.8
31912,0.3,0.6
31913,0.2,0.5
31914,0.2,0.6
31915,0.2,0.6
31916,0.2,0.7
31917,0.4,0.3
31918,0.2,0.8
31919,0.6,0.6
31920,0.1,0.9
31921,0.2,0.5
31922,0.1,0.2
31923,0.1,0.3
31924,0.4,0.3
31925,0.1,0.6
31926,0.1,0.1
31927,0.3,0.3
31928,0.4,0.7
31929,0.3,0.3
31930,0.3,0.4
31931,0.3,0.7
31932,0.1,0.2
31933,0.4,0.3
31934,0.2,0.3
31935,0.5,0.8
31936,0.2,0.3
31937,0.3,0.4
31938,0.5,0.6
31939,0.1,0.1
31940,0.1,0.1
31941,0.2,0.5
31942,0.0,0.1
31943,0.2,0.2
31944,0.2,0.7
31945,0.2,0.5
31946,0.2,0.2
31947,0.2,0.2
31948,0.1,0.8
31949,0.4,0.4
31950,0.1,0.3
31951,0.3,0.4
31952,0.1,0.4
31953,0.2,0.4
31954,0.5,0.7
31955,0.1,0.3
31956,0.2,0.2
31957,0.3,0.6
31958,0.2,0.1
31959,0.2,0.2
31960,0.2,0.4
31961,0.1,0.1
31962,0.2,0.5
31963,0.7,0.7
31964,0.2,0.1
31965,0.3,0.8
31966,0.1,0.3
31967,0.1,0.2
31968,0.4,0.4
31969,0.3,0.5
31970,0.4,0.5
31971,0.2,0.5
31972,0.1,0.2
31973,0.2,0.3
31974,0.1,0.2
31975,0.1,0.2
31976,0.2,0.2
31977,0.1,0.1
31978,0.2,0.4
31979,0.2,0.2
31980,0.3,0.6
31981,0.3,0.5
31982,0.1,0.2
31983,0.4,0.4
31984,0.2,0.1
31985,0.3,0.2
31986,0.3,0.8
31987,0.3,0.4
31988,0.4,0.6
31989,0.3,0.9
31990,0.1,0.8
31991,0.4,0.6
31992,0.2,0.1
31993,0.5,0.5
31994,0.3,0.3
31995,0.5,0.6
31996,0.2,0.2
31997,0.2,0.7
31998,0.1,0.4
31999,0.2,0.1
32000,0.4,0.7
32001,0.3,0.5
32002,0.5,0.6
32003,0.2,0.4
32004,0.4,0.6
32005,0.1,0.2
32006,0.2,0.7
32007,0.7,0.8
32008,0.1,0.2
32009,0.1,0.4
32010,0.2,0.5
32011,0.2,0.8
32012,0.2,0.7
32013,0.4,0.7
32014,0.3,0.4
32015,0.3,0.4
32016,0.4,0.6
32017,0.2,0.2
32018,0.1,0.1
32019,0.5,0.6
32020,0.6,0.6
32021,0.2,0.3
32022,0.3,0.5
32023,0.1,0.8
32024,0.4,0.4
32025,0.3,0.4
32026,0.4,0.5
32027,0.2,0.9
32028,0.7,0.8
32029,0.1,0.1
32030,0.3,0.4
32031,0.2,0.2
32032,0.5,0.4
32033,0.2,0.2
32034,0.2,0.6
32035,0.2,0.2
32036,0.1,0.5
32037,0.2,0.7
32038,0.4,0.7
32039,0.4,0.4
32040,0.3,0.9
32041,0.7,0.8
32042,0.4,0.6
32043,0.5,0.6
32044,0.1,0.3
32045,0.2,0.8
32046,0.2,0.4
32047,0.8,0.8
32048,0.3,0.3
32049,0.1,0.2
32050,0.5,0.5
32051,0.2,0.6
32052,0.5,0.6
32053,0.1,0.1
32054,0.2,0.3
32055,0.2,0.3
32056,0.2,0.4
32057,0.1,0.1
32058,0.2,0.3
32059,0.2,0.6
32060,0.2,0.8
32061,0.2,0.1
32062,0.2,0.2
32063,0.2,0.6
32064,0.2,0.4
32065,0.2,0.3
32066,0.1,0.2
32067,0.2,0.2
32068,0.1,0.3
32069,0.5,0.8
32070,0.6,0.7
32071,0.5,0.6
32072,0.6,0.8
32073,0.1,0.1
32074,0.1,0.5
32075,0.2,0.2
32076,0.1,0.8
32077,0.3,0.3
32078,0.1,0.1
32079,0.2,0.2
32080,0.2,0.3
32081,0.6,0.8
32082,0.0,0.1
32083,0.2,0.2
32084,0.2,0.6
32085,0.2,0.6
32086,0.6,0.7
32087,0.2,0.8
32088,0.2,0.6
32089,0.4,0.7
32090,0.2,0.6
32091,0.4,0.3
32092,0.5,0.4
32093,0.2,0.3
32094,0.2,0.3
32095,0.5,0.7
32096,0.2,0.7
32097,0.2,0.4
32098,0.1,0.2
32099,0.2,0.3
32100,0.4,0.4
32101,0.6,0.7
32102,0.2,0.3
32103,0.3,0.5
32104,0.1,0.4
32105,0.3,0.7
32106,0.3,0.4
32107,0.3,0.4
32108,0.2,0.3
32109,0.2,0.3
32110,0.2,0.2
32111,0.4,0.4
32112,0.7,0.6
32113,0.2,0.6
32114,0.5,0.6
32115,0.2,0.2
32116,0.1,0.1
32117,0.8,0.8
32118,0.3,0.5
32119,0.2,0.7
32120,0.4,0.8
32121,0.5,0.7
32122,0.2,0.6
32123,0.1,0.4
32124,0.1,0.7
32125,0.1,0.3
32126,0.5,0.7
32127,0.2,0.5
32128,0.3,0.7
32129,0.2,0.2
32130,0.5,0.5
32131,0.8,0.9
32132,0.1,0.8
32133,0.1,0.1
32134,0.2,0.8
32135,0.4,0.5
32136,0.2,0.3
32137,0.3,0.8
32138,0.2,0.6
32139,0.1,0.3
32140,0.4,0.2
32141,0.1,0.2
32142,0.2,0.7
32143,0.2,0.4
32144,0.3,0.4
32145,0.2,0.4
32146,0.2,0.2
32147,0.2,0.4
32148,0.5,0.8
32149,0.3,0.5
32150,0.2,0.7
32151,0.1,0.1
32152,0.2,0.8
32153,0.3,0.6
32154,0.1,0.1
32155,0.1,0.4
32156,0.1,0.2
32157,0.1,0.2
32158,0.1,0.7
32159,0.7,0.8
32160,0.3,0.3
32161,0.4,0.3
32162,0.2,0.3
32163,0.2,0.4
32164,0.3,0.2
32165,0.2,0.6
32166,0.2,0.3
32167,0.2,0.4
32168,0.3,0.3
32169,0.3,0.4
32170,0.5,0.6
32171,0.2,0.5
32172,0.7,0.9
32173,0.2,0.4
32174,0.1,0.2
32175,0.3,0.8
32176,0.7,0.7
32177,0.3,0.6
32178,0.2,0.3
32179,0.3,0.6
32180,0.1,0.3
32181,0.2,0.3
32182,0.2,0.4
32183,0.5,0.8
32184,0.2,0.4
32185,0.3,0.4
32186,0.3,0.4
32187,0.2,0.6
32188,0.5,0.4
32189,0.4,0.7
32190,0.2,0.6
32191,0.2,0.2
32192,0.1,0.4
32193,0.2,0.4
32194,0.0,0.1
32195,0.2,0.4
32196,0.4,0.6
32197,0.1,0.2
32198,0.4,0.6
32199,0.4,0.8
32200,0.1,0.4
32201,0.2,0.2
32202,0.1,0.8
32203,0.2,0.7
32204,0.2,0.6
32205,0.3,0.8
32206,0.2,0.7
32207,0.6,0.8
32208,0.1,0.2
32209,0.1,0.3
32210,0.2,0.6
32211,0.2,0.2
32212,0.1,0.4
32213,0.2,0.2
32214,0.2,0.2
32215,0.3,0.4
32216,0.7,0.7
32217,0.2,0.3
32218,0.4,0.7
32219,0.1,0.2
32220,0.7,0.8
32221,0.4,0.6
32222,0.1,0.2
32223,0.5,0.9
32224,0.6,0.7
32225,0.4,0.4
32226,0.5,0.7
32227,0.3,0.4
32228,0.5,0.6
32229,0.2,0.4
32230,0.1,0.2
32231,0.5,0.7
32232,0.3,0.6
32233,0.3,0.6
32234,0.3,0.6
32235,0.3,0.7
32236,0.2,0.7
32237,0.7,0.8
32238,0.2,0.1
32239,0.1,0.1
32240,0.2,0.3
32241,0.6,0.7
32242,0.4,0.5
32243,0.4,0.3
32244,0.2,0.2
32245,0.2,0.6
32246,0.4,0.6
32247,0.1,0.7
32248,0.5,0.6
32249,0.1,0.4
32250,0.3,0.3
32251,0.2,0.3
32252,0.5,0.4
32253,0.1,0.4
32254,0.2,0.3
32255,0.3,0.4
32256,0.4,0.5
32257,0.2,0.6
32258,0.2,0.2
32259,0.2,0.6
32260,0.1,0.4
32261,0.3,0.4
32262,0.1,0.2
32263,0.1,0.5
32264,0.3,0.4
32265,0.3,0.7
32266,0.2,0.4
32267,0.2,0.3
32268,0.2,0.2
32269,0.3,0.5
32270,0.5,0.6
32271,0.4,0.7
32272,0.2,0.3
32273,0.2,0.4
32274,0.3,0.7
32275,0.2,0.7
32276,0.4,0.3
32277,0.2,0.4
32278,0.3,0.4
32279,0.1,0.2
32280,0.2,0.2
32281,0.7,0.8
32282,0.2,0.2
32283,0.3,0.6
32284,0.6,0.7
32285,0.3,0.4
32286,0.3,0.5
32287,0.2,0.4
32288,0.3,0.5
32289,0.3,0.7
32290,0.3,0.2
32291,0.2,0.3
32292,0.3,0.3
32293,0.6,0.8
32294,0.5,0.5
32295,0.2,0.5
32296,0.3,0.7
32297,0.4,0.7
32298,0.1,0.1
32299,0.2,0.3
32300,0.1,0.2
32301,0.3,0.5
32302,0.3,0.2
32303,0.3,0.3
32304,0.4,0.5
32305,0.3,0.3
32306,0.5,0.8
32307,0.2,0.3
32308,0.2,0.8
32309,0.2,0.7
32310,0.4,0.5
32311,0.3,0.4
32312,0.3,0.5
32313,0.1,0.2
32314,0.2,0.4
32315,0.2,0.3
32316,0.2,0.9
32317,0.3,0.5
32318,0.1,0.5
32319,0.2,0.9
32320,0.1,0.1
32321,0.3,0.5
32322,0.2,0.3
32323,0.7,0.7
32324,0.4,0.8
32325,0.2,0.4
32326,0.3,0.2
32327,0.0,0.3
32328,0.1,0.2
32329,0.3,0.6
32330,0.3,0.6
32331,0.3,0.7
32332,0.1,0.3
32333,0.0,0.1
32334,0.1,0.4
32335,0.1,0.3
32336,0.2,0.3
32337,0.2,0.3
32338,0.2,0.5
32339,0.4,0.5
32340,0.6,0.7
32341,0.5,0.6
32342,0.2,0.5
32343,0.6,0.8
32344,0.5,0.8
32345,0.2,0.4
32346,0.2,0.1
32347,0.3,0.6
32348,0.2,0.7
32349,0.3,0.6
32350,0.2,0.7
32351,0.5,0.7
32352,0.0,0.1
32353,0.2,0.3
32354,0.2,0.4
32355,0.2,0.6
32356,0.2,0.5
32357,0.3,0.6
32358,0.3,0.7
32359,0.7,0.7
32360,0.4,0.7
32361,0.2,0.6
32362,0.3,0.5
32363,0.2,0.8
32364,0.1,0.1
32365,0.2,0.3
32366,0.2,0.3
32367,0.3,0.8
32368,0.1,0.6
32369,0.2,0.5
32370,0.3,0.3
32371,0.2,0.3
32372,0.2,0.1
32373,0.2,0.4
32374,0.3,0.6
32375,0.3,0.6
32376,0.2,0.3
32377,0.2,0.6
32378,0.2,0.5
32379,0.2,0.5
32380,0.3,0.6
32381,0.2,0.4
32382,0.3,0.4
32383,0.2,0.8
32384,0.1,0.4
32385,0.2,0.2
32386,0.2,0.5
32387,0.4,0.4
32388,0.2,0.3
32389,0.2,0.1
32390,0.1,0.6
32391,0.3,0.7
32392,0.3,0.5
32393,0.6,0.6
32394,0.1,0.2
32395,0.4,0.8
32396,0.2,0.2
32397,0.2,0.4
32398,0.2,0.4
32399,0.5,0.6
32400,0.5,0.6
32401,0.2,0.6
32402,0.1,0.2
32403,0.1,0.8
32404,0.2,0.3
32405,0.2,0.7
32406,0.4,0.4
32407,0.2,0.3
32408,0.2,0.6
32409,0.2,0.6
32410,0.2,0.6
32411,0.3,0.3
32412,0.2,0.1
32413,0.2,0.5
32414,0.2,0.8
32415,0.1,0.3
32416,0.6,0.7
32417,0.2,0.6
32418,0.2,0.3
32419,0.2,0.2
32420,0.5,0.4
32421,0.1,0.5
32422,0.2,0.1
32423,0.3,0.7
32424,0.3,0.4
32425,0.7,0.6
32426,0.2,0.2
32427,0.3,0.3
32428,0.3,0.4
32429,0.3,0.8
32430,0.2,0.4
32431,0.7,1.0
32432,0.3,0.3
32433,0.4,0.3
32434,0.2,0.6
32435,0.2,0.8
32436,0.3,0.4
32437,0.2,0.2
32438,0.1,0.1
32439,0.4,0.7
32440,0.3,0.5
32441,0.4,0.7
32442,0.1,0.6
32443,0.1,0.7
32444,0.7,0.8
32445,0.2,0.2
32446,0.3,0.8
32447,0.1,0.3
32448,0.3,0.5
32449,0.1,0.1
32450,0.5,0.8
32451,0.1,0.2
32452,0.2,0.3
32453,0.4,0.3
32454,0.4,0.6
32455,0.3,0.4
32456,0.2,0.2
32457,0.1,0.5
32458,0.2,0.3
32459,0.3,0.3
32460,0.2,0.8
32461,0.1,0.1
32462,0.1,0.7
32463,0.4,0.8
32464,0.3,0.6
32465,0.2,0.8
32466,0.3,0.3
32467,0.1,0.3
32468,0.1,0.1
32469,0.1,0.6
32470,0.1,0.4
32471,0.2,0.4
32472,0.3,0.5
32473,0.1,0.2
32474,0.1,0.2
32475,0.3,0.8
32476,0.3,0.4
32477,0.2,0.2
32478,0.3,0.5
32479,0.1,0.3
32480,0.2,0.2
32481,0.3,0.4
32482,0.3,0.8
32483,0.2,0.7
32484,0.4,0.6
32485,0.1,0.2
32486,0.2,0.2
32487,0.4,0.4
32488,0.2,0.4
32489,0.3,0.7
32490,0.2,0.8
32491,0.6,0.8
32492,0.4,0.5
32493,0.3,0.2
32494,0.3,0.7
32495,0.5,0.6
32496,0.2,0.3
32497,0.2,0.3
32498,0.6,0.7
32499,0.3,0.1
32500,0.2,0.2
32501,0.7,0.8
32502,0.5,0.6
32503,0.3,0.3
32504,0.5,0.6
32505,0.1,0.7
32506,0.5,0.7
32507,0.1,0.3
32508,0.5,0.5
32509,0.3,0.6
32510,0.4,0.8
32511,0.5,0.5
32512,0.2,0.3
32513,0.4,0.6
32514,0.2,0.4
32515,0.4,0.2
32516,0.2,0.6
32517,0.2,0.3
32518,0.4,0.5
32519,0.4,0.6
32520,0.3,0.2
32521,0.2,0.2
32522,0.2,0.2
32523,0.2,0.6
32524,0.5,0.4
32525,0.5,0.8
32526,0.3,0.3
32527,0.5,0.7
32528,0.3,0.7
32529,0.2,0.7
32530,0.5,0.7
32531,0.1,0.2
32532,0.3,0.2
32533,0.7,0.8
32534,0.6,0.8
32535,0.1,0.2
32536,0.2,0.3
32537,0.6,0.8
32538,0.1,0.4
32539,0.1,0.2
32540,0.2,0.5
32541,0.1,0.5
32542,0.5,0.4
32543,0.1,0.6
32544,0.2,0.2
32545,0.4,0.8
32546,0.3,0.3
32547,0.2,0.7
32548,0.1,0.2
32549,0.1,0.3
32550,0.2,0.8
32551,0.2,0.1
32552,0.5,0.8
32553,0.1,0.4
32554,0.5,0.7
32555,0.2,0.6
32556,0.4,0.5
32557,0.1,0.2
32558,0.3,0.5
32559,0.1,0.4
32560,0.5,0.7
32561,0.1,0.2
32562,0.2,0.2
32563,0.6,0.7
32564,0.4,0.7
32565,0.2,0.4
32566,0.2,0.6
32567,0.3,0.6
32568,0.2,0.5
32569,0.3,0.7
32570,0.1,0.3
32571,0.5,0.6
32572,0.2,0.8
32573,0.1,0.0
32574,0.2,0.7
32575,0.2,0.3
32576,0.3,0.7
32577,0.1,0.2
32578,0.3,0.7
32579,0.6,0.8
32580,0.4,0.7
32581,0.2,0.7
32582,0.1,0.8
32583,0.3,0.5
32584,0.7,0.7
32585,0.3,0.4
32586,0.3,0.6
32587,0.2,0.7
32588,0.1,0.4
32589,0.2,0.5
32590,0.3,0.3
32591,0.2,0.8
32592,0.4,0.6
32593,0.2,0.6
32594,0.4,0.6
32595,0.2,0.5
32596,0.2,0.3
32597,0.1,0.8
32598,0.2,0.4
32599,0.1,0.1
32600,0.4,0.4
32601,0.2,0.6
32602,0.6,0.8
32603,0.1,0.2
32604,0.2,0.4
32605,0.3,0.3
32606,0.1,0.5
32607,0.3,0.5
32608,0.3,0.4
32609,0.4,0.8
32610,0.7,0.8
32611,0.5,0.6
32612,0.3,0.5
32613,0.1,0.4
32614,0.2,0.3
32615,0.2,0.8
32616,0.2,0.8
32617,0.2,0.7
32618,0.5,0.4
32619,0.3,0.3
32620,0.4,0.8
32621,0.2,0.5
32622,0.1,0.4
32623,0.1,0.2
32624,0.4,0.6
32625,0.3,0.4
32626,0.2,0.6
32627,0.2,0.2
32628,0.7,0.8
32629,0.2,0.3
32630,0.3,0.6
32631,0.2,0.8
32632,0.2,0.1
32633,0.7,0.8
32634,0.2,0.2
32635,0.2,0.4
32636,0.3,0.3
32637,0.2,0.2
32638,0.4,0.6
32639,0.2,0.4
32640,0.1,0.7
32641,0.2,0.5
32642,0.3,0.6
32643,0.2,0.7
32644,0.5,0.7
32645,0.2,0.3
32646,0.2,0.7
32647,0.5,0.8
32648,0.3,0.7
32649,0.3,0.7
32650,0.1,0.4
32651,0.3,0.5
32652,0.5,0.6
32653,0.2,0.6
32654,0.2,0.6
32655,0.2,0.7
32656,0.3,0.6
32657,0.4,0.3
32658,0.1,0.4
32659,0.2,0.2
32660,0.2,0.2
32661,0.2,0.7
32662,0.2,0.2
32663,0.2,0.8
32664,0.2,0.2
32665,0.1,0.9
32666,0.4,0.5
32667,0.4,0.7
32668,0.1,0.1
32669,0.2,0.7
32670,0.5,0.4
32671,0.1,0.2
32672,0.4,0.4
32673,0.2,0.4
32674,0.2,0.3
32675,0.1,0.2
32676,0.3,0.6
32677,0.2,0.8
32678,0.2,0.3
32679,0.2,0.1
32680,0.2,0.2
32681,0.3,0.5
32682,0.2,0.8
32683,0.2,0.4
32684,0.2,0.2
32685,0.1,0.4
32686,0.1,0.2
32687,0.2,0.5
32688,0.2,0.2
32689,0.8,0.8
32690,0.2,0.6
32691,0.2,0.4
32692,0.2,0.3
32693,0.2,0.4
32694,0.2,0.4
32695,0.4,0.7
32696,0.3,0.6
32697,0.2,0.2
32698,0.1,0.7
32699,0.4,0.4
32700,0.2,0.3
32701,0.1,0.1
32702,0.3,0.4
32703,0.1,0.2
32704,0.4,0.3
32705,0.2,0.2
32706,0.3,0.5
32707,0.2,0.4
32708,0.1,0.2
32709,0.2,0.4
32710,0.2,0.3
32711,0.2,0.8
32712,0.2,0.5
32713,0.2,0.2
32714,0.2,0.5
32715,0.3,0.4
32716,0.1,0.2
32717,0.1,0.6
32718,0.2,0.2
32719,0.1,0.1
32720,0.2,0.8
32721,0.1,0.6
32722,0.2,0.4
32723,0.1,0.1
32724,0.5,0.2
32725,0.4,0.6
32726,0.2,0.7
32727,0.3,0.5
32728,0.1,0.2
32729,0.1,0.4
32730,0.1,0.1
32731,0.6,0.8
32732,0.3,0.6
32733,0.3,0.4
32734,0.2,0.2
32735,0.1,0.1
32736,0.1,0.3
32737,0.2,0.4
32738,0.4,0.4
32739,0.2,0.2
32740,0.1,0.8
32741,0.2,0.3
32742,0.2,0.7
32743,0.1,0.1
32744,0.3,0.6
32745,0.4,0.6
32746,0.4,0.4
32747,0.2,0.3
32748,0.3,0.7
32749,0.2,0.2
32750,0.5,0.6
32751,0.1,0.8
32752,0.3,0.4
32753,0.4,0.3
32754,0.2,0.2
32755,0.7,0.9
32756,0.3,0.4
32757,0.2,0.1
32758,0.6,0.9
32759,0.2,0.6
32760,0.3,0.3
32761,0.2,0.7
32762,0.1,0.1
32763,0.2,0.1
32764,0.1,0.1
32765,0.2,0.2
32766,0.1,0.1
32767,0.2,0.4
32768,0.2,0.3
32769,0.0,0.1
32770,0.5,0.8
32771,0.1,0.1
32772,0.2,0.6
32773,0.2,0.3
32774,0.1,0.2
32775,0.2,0.5
32776,0.1,0.9
32777,0.3,0.7
32778,0.1,0.2
32779,0.4,0.5
32780,0.2,0.1
32781,0.4,0.4
32782,0.2,0.8
32783,0.2,0.3
32784,0.3,0.4
32785,0.2,0.4
32786,0.6,0.6
32787,0.2,0.7
32788,0.2,0.6
32789,0.5,0.6
32790,0.6,0.7
32791,0.2,0.6
32792,0.5,0.6
32793,0.2,0.3
32794,0.2,0.5
32795,0.1,0.1
32796,0.6,0.5
32797,0.1,0.2
32798,0.2,0.3
32799,0.3,0.8
32800,0.1,0.2
32801,0.6,0.6
32802,0.3,0.5
32803,0.2,0.2
32804,0.4,0.6
32805,0.2,0.3
32806,0.2,0.2
32807,0.1,0.6
32808,0.2,0.4
32809,0.1,0.2
32810,0.3,0.6
32811,0.2,0.2
32812,0.3,0.4
32813,0.2,0.2
32814,0.1,0.1
32815,0.4,0.6
32816,0.4,0.7
32817,0.1,0.9
32818,0.5,0.8
32819,0.2,0.3
32820,0.3,0.2
32821,0.4,0.4
32822,0.2,0.7
32823,0.2,0.6
32824,0.2,0.4
32825,0.3,0.5
32826,0.7,0.8
32827,0.2,0.8
32828,0.2,0.5
32829,0.6,0.8
32830,0.2,0.2
32831,0.2,0.1
32832,0.2,0.5
32833,0.2,0.2
32834,0.3,0.8
32835,0.2,0.6
32836,0.5,0.4
32837,0.4,0.6
32838,0.2,0.8
32839,0.2,0.5
32840,0.3,0.2
32841,0.4,0.4
32842,0.2,0.2
32843,0.6,0.9
32844,0.2,0.3
32845,0.0,0.1
32846,0.2,0.3
32847,0.2,0.5
32848,0.1,0.3
32849,0.2,0.2
32850,0.1,0.4
32851,0.4,0.2
32852,0.5,0.7
32853,0.3,0.2
32854,0.4,0.7
32855,0.2,0.5
32856,0.2,0.8
32857,0.2,0.4
32858,0.2,0.2
32859,0.2,0.3
32860,0.6,0.8
32861,0.3,0.6
32862,0.4,0.6
32863,0.1,0.2
32864,0.3,0.2
32865,0.2,0.4
32866,0.1,0.1
32867,0.5,0.4
32868,0.3,0.3
32869,0.2,0.2
32870,0.3,0.6
32871,0.3,0.3
32872,0.2,0.4
32873,0.4,0.6
32874,0.1,0.2
32875,0.2,0.2
32876,0.7,0.7
32877,0.1,0.2
32878,0.1,0.2
32879,0.0,0.1
32880,0.3,0.6
32881,0.3,0.6
32882,0.3,0.4
32883,0.2,0.5
32884,0.2,0.2
32885,0.6,0.5
32886,0.1,0.2
32887,0.2,0.8
32888,0.2,0.3
32889,0.4,0.4
32890,0.1,0.4
32891,0.6,0.6
32892,0.3,0.5
32893,0.3,0.3
32894,0.3,0.5
32895,0.1,0.6
32896,0.3,0.2
32897,0.2,0.3
32898,0.4,0.6
32899,0.4,0.6
32900,0.4,0.6
32901,0.2,0.8
32902,0.2,0.3
32903,0.3,0.6
32904,0.2,0.1
32905,0.1,0.2
32906,0.4,0.5
32907,0.6,0.6
32908,0.4,0.7
32909,0.3,0.6
32910,0.2,0.5
32911,0.3,0.3
32912,0.1,0.3
32913,0.6,0.9
32914,0.3,0.7
32915,0.2,0.4
32916,0.3,0.5
32917,0.2,0.7
32918,0.3,0.6
32919,0.6,0.5
32920,0.3,0.4
32921,0.5,0.4
32922,0.1,0.1
32923,0.3,0.8
32924,0.4,0.7
32925,0.2,0.4
32926,0.1,0.2
32927,0.3,0.1
32928,0.1,0.2
32929,0.2,0.5
32930,0.2,0.5
32931,0.2,0.2
32932,0.2,0.3
32933,0.2,0.1
32934,0.3,0.4
32935,0.4,0.5
32936,0.5,0.3
32937,0.6,0.7
32938,0.2,0.1
32939,0.1,0.1
32940,0.3,0.5
32941,0.1,0.3
32942,0.2,0.3
32943,0.2,0.3
32944,0.4,0.6
32945,0.4,0.2
32946,0.2,0.4
32947,0.1,0.1
32948,0.3,0.5
32949,0.1,0.1
32950,0.2,0.6
32951,0.3,0.4
32952,0.7,0.7
32953,0.2,0.5
32954,0.3,0.4
32955,0.2,0.6
32956,0.7,0.5
32957,0.2,0.3
32958,0.4,0.6
32959,0.1,0.2
32960,0.1,0.8
32961,0.5,0.5
32962,0.2,0.2
32963,0.3,0.5
32964,0.1,0.3
32965,0.2,0.3
32966,0.1,0.9
32967,0.2,0.5
32968,0.2,0.4
32969,0.2,0.4
32970,0.2,0.4
32971,0.2,0.2
32972,0.2,0.4
32973,0.4,0.8
32974,0.3,0.1
32975,0.4,0.6
32976,0.2,0.3
